UNIQUE CODE,STATE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL REJECTED VOTES,TOTAL VALID VOTES,ALLIANCE,ALLIANCE CANDIDATE,ALLIANCE CANDIDATE SEX,ALLIANCE CANDIDATE AGE,ALLIANCE VOTE,ALLANCE CANDIDATE LOST DEPOSIT,SF,SF CANDIDATE,SF CANDIDATE SEX,SF CANDIDATE AGE,SF VOTE,SF CANDIDATE LOST DEPOSIT,PMIP,PMIP CANDIDATE,PMIP CANDIDATE SEX,PMIP CANDIDATE AGE,PMIP VOTE,PMIP CANDIDATE LOST DEPOSIT,PPP,PPP CANDIDATE,PPP CANDIDATE SEX,PPP CANDIDATE AGE,PPP VOTE,PPP CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT
P.78_NO. 8,KEDAH,P.78,KOTA STAR SELATAN,NO. 8,PADANG,ALLIANCE - UMNO,,10012,1230,82.25,8235,407,7828,UMNO,SYED IBRAHIM BIN SYED KECHIK,MALE,,4529,,,,,,,,PMIP,HASHIM BIN ABDULLAH,MALE,,3299,,,,,,,,,,,,,,,,,,,,,,,,,
P.79_NO. 9,KEDAH,P.79,KUBANG PASU BARAT,NO. 9,JERLUN KODIANG,ALLIANCE - UMNO,,9735,3031,76.46,7443,266,7177,UMNO,YAHAYA BIN HAJI ABD. JALIL,MALE,,5104,,,,,,,,PMIP,HAJI SHAARI BIN LEBAI HAMZAH,MALE,,2073,,,,,,,,,,,,,,,,,,,,,,,,,
P.79_NO. 10,KEDAH,P.79,KUBANG PASU BARAT,NO. 10,TUNJANG,ALLIANCE - UMNO,,9568,1840,73.71,7053,343,6710,UMNO,MUSTAFA BIN AHMAD,MALE,,4275,,,,,,,,PMIP,LEBAI AHMAD BIN OSMAN,MALE,,2435,,,,,,,,,,,,,,,,,,,,,,,,,
P.80_NO. 11,KEDAH,P.80,JITRA-PADANG TERAP,NO. 11,JITRA,ALLIANCE - UMNO,,10700,4553,78.47,8396,415,7981,UMNO,HAJI OMAR BIN HAJI SALLEH,MALE,49,6267,,,,,,,,PMIP,LEBAI ISA BIN HAJI MUHAMMAD,MALE,,1714,,,,,,,,,,,,,,,,,,,,,,,,,
P.80_NO. 12,KEDAH,P.80,JITRA-PADANG TERAP,NO. 12,PADANG TERAP,ALLIANCE - UMNO,,11876,3135,76.26,9057,286,8771,UMNO,SYED AHMAD BIN SYED MAHMUD SHAHABUDIN,MALE,34,5953,,,,,,,,PMIP,HAJI IBRAHIM BIN HAJI HASHIM,MALE,,2818,,,,,,,,,,,,,,,,,,,,,,,,,
P.81_NO. 13,KEDAH,P.81,JERAI,NO. 13,SALA,ALLIANCE - UMNO,,13098,718,71.06,9307,377,8930,UMNO,ARSHAD BIN ISMAIL,MALE,40,4824,,,,,,,,PMIP,ABD. HAMID BIN HAJI IBRAHIM,MALE,,4106,,,,,,,,,,,,,,,,,,,,,,,,,
P.81_NO. 14,KEDAH,P.81,JERAI,NO. 14,YEN-MERBOK,ALLIANCE - UMNO,,11722,4936,76.39,8955,457,8498,UMNO,HAJI NYAK GAM BIN NYAK ABDULLAH,MALE,,6717,,,,,,,,PMIP,HAJI NAWAWI ABD. RAHMAN,MALE,,1781,,,,,,,,,,,,,,,,,,,,,,,,,
P.82_NO. 15,KEDAH,P.82,KEDAH TENGAH,NO. 15,SIK-GURUN,ALLIANCE - UMNO,,11342,3685,73.46,8332,526,7806,UMNO,HAMIDAH BINTI OMAR,FEMALE,,5352,,PRM,AZIZAN BIN JOHARI,MALE,,787,LOST DEPOSIT,PMIP,HAJI YAHAYA BIN JUNID,MALE,,1667,,,,,,,,,,,,,,,,,,,,,,,,,
P.82_NO. 16,KEDAH,P.82,KEDAH TENGAH,NO. 16,KOTA,ALLIANCE - UMNO,,11330,4650,81.55,9240,206,9034,UMNO,MOHAMED ZAHIR BIN ISMAIL,MALE,,6842,,,,,,,,PMIP,ABU HASHIM BIN ABDULLAH,MALE,,2192,,,,,,,,,,,,,,,,,,,,,,,,,
P.83_NO. 17,KEDAH,P.83,SUNGEI PATANI,NO. 17,PEKAN SUNGEI PATANI,ALLIANCE - MCA,,9002,2254,75.69,6814,134,6680,MCA,CHIN CHIN CHEANG,MALE,,4280,,PRM,MANSOR TOBING,MALE,33,2026,,PMIP,OSMAN BIN DARUS,MALE,,374,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.83_NO. 18,KEDAH,P.83,SUNGEI PATANI,NO. 18,SUNGEI PATANI LUAR,ALLIANCE - UMNO,,11029,5490,77.43,8540,213,8327,UMNO,AZAHARI BIN MD. TAIB,MALE,,6571,,LPM,C. A. D'CRUZ,MALE,,675,LOST DEPOSIT,PMIP,SYED JAN ALJEFFRI,MALE,,1081,,,,,,,,,,,,,,,,,,,,,,,,,
P.84_NO. 19,KEDAH,P.84,BALING,NO. 19,BALING TIMOR,ALLIANCE - UMNO,,12530,6987,80.51,10088,337,9751,UMNO,SHAFIE BIN HAJI ABDULLAH,MALE,,8369,,,,,,,,PMIP,HAJI HASSAN BIN HAJI ABDUL RASHEED,MALE,,1382,,,,,,,,,,,,,,,,,,,,,,,,,
P.84_NO. 20,KEDAH,P.84,BALING,NO. 20,BALING BARAT,ALLIANCE - UMNO,,10513,3256,75.42,7929,273,7656,UMNO,SYED OMAR BIN SYED ABDULLAH SHAHABUDIN,MALE,57,5456,,,,,,,,PMIP,HAJI AHMAD BIN HAJI ABDUL RAHMAN,MALE,,2200,,,,,,,,,,,,,,,,,,,,,,,,,
P.85_NO. 21,KEDAH,P.85,KULIM UTARA,NO. 21,SIDAM,ALLIANCE - UMNO,,10085,5100,75.34,7598,550,7048,UMNO,HAJI YASIN BIN IBRAHIM,MALE,,6074,,,,,,,,PMIP,HARUN BIN RASED,MALE,,974,,,,,,,,,,,,,,,,,,,,,,,,,
P.85_NO. 22,KEDAH,P.85,KULIM UTARA,NO. 22,LUNAS,ALLIANCE - MCA,,9623,4423,79.26,7627,306,7321,MCA,SOON CHENG LEONG,MALE,,5872,,,,,,,,PMIP,MOHD. ROMLI BIN ABDULLAH,MALE,,1449,,,,,,,,,,,,,,,,,,,,,,,,,
P.86_NO. 23,KEDAH,P.86,KULIM-BANDAR BAHRU,NO. 23,KULIM,ALLIANCE - MCA,,12363,4436,72.89,9012,335,8677,MCA,TAI KUAN YANG,MALE,,6151,,LPM,CHOONG AN FONG,MALE,,1715,,PMIP,KHATIB SHORBAINI BIN HAJI HASSAN,MALE,,811,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.86_NO. 24,KEDAH,P.86,KULIM-BANDAR BAHRU,NO. 24,BANDAR BAHRU,ALLIANCE - UMNO,,10901,4809,82.06,8945,194,8751,UMNO,ZAINUDDIN BIN HAJI DIN,MALE,37,6780,,,,,,,,PMIP,GHAZALI BIN HAJI MOHAMAD,MALE,,1971,,,,,,,,,,,,,,,,,,,,,,,,,
P.87_NO. 1,KELANTAN,P.87,ULU KELANTAN,NO. 1,ULU KELANTAN BARAT,PMIP,,4752,346,84.32,4007,54,3953,MCA,WONG YEOW WYE,MALE,,1126,,PRM,HUSSEIN BIN SULAIMAN,MALE,,99,LOST DEPOSIT,PMIP,KHAIDIR KHATIB,MALE,,1472,,,,,,,,NEGARA,WAN YAACOB BIN WAN AHMAD,MALE,,347,LOST DEPOSIT,INDEPENDENT,TUAN H. MOHD. YUSOFF BANGS,MALE,,853,,INDEPENDENT,MOHD. BIN LATIFF,MALE,,56,LOST DEPOSIT
P.87_NO. 2,KELANTAN,P.87,ULU KELANTAN,NO. 2,ULU KELANTAN TIMOR,ALLIANCE - UMNO,,8451,1073,72.81,6153,211,5942,UMNO,MOHD. ALI BIN ABDULLAH,MALE,,3051,,LPM,JOHN WILLIAM LIND,MALE,,305,LOST DEPOSIT,PMIP,WAN ISMAIL BIN WAN AHMAD,MALE,,1978,,,,,,,,,,,,,,INDEPENDENT,HJ. NIK JAAFAR BIN NIK SOH,MALE,,608,LOST DEPOSIT,,,,,,
P.87_NO. 3,KELANTAN,P.87,ULU KELANTAN,NO. 3,MACHANG SELATAN,PMIP,,9636,1779,80.19,7727,82,7645,UMNO,MOHD. SALLEH BIN H. HUSSIN,MALE,,2655,,PRM,ISMAIL BIN OMAR,MALE,,241,LOST DEPOSIT,PMIP,HAJI MOHAMED NOOR BIN HAJI YUSOFF,MALE,,4434,,,,,,,,NEGARA,MOHD. GHAZALI BIN HAJI NOH,MALE,,315,LOST DEPOSIT,,,,,,,,,,,,
P.88_NO. 4,KELANTAN,P.88,TANAH MERAH,NO. 4,MACHANG UTARA,PMIP,,9611,1632,84.04,8077,148,7929,UMNO,IBRAHIM BIN MOHAMED,MALE,,2834,,,,,,,,PMIP,HAJI MOHAMED BIN NASIR,MALE,,4466,,,,,,,,NEGARA,MOHAMED TAIB BIN HAJI IBRAHIM,MALE,,629,LOST DEPOSIT,,,,,,,,,,,,
P.88_NO. 5,KELANTAN,P.88,TANAH MERAH,NO. 5,TANAH MERAH TIMOR,PMIP,,8865,1090,74.6,6613,178,6435,UMNO,OTHMAN BIN AHMAD,MALE,,2094,,PRM,CHE MAMAT BIN ALI,MALE,,177,LOST DEPOSIT,PMIP,MOHD. (MAT) DAUD BIN A. JAMIL,MALE,,3184,,,,,,,,NEGARA,HAJI WAN YUSOFF BIN WAN ALI,MALE,,980,,,,,,,,,,,,,
P.88_NO. 6,KELANTAN,P.88,TANAH MERAH,NO. 6,TANAH MERAH BARAT,PMIP,,7317,2480,82.27,6020,189,5831,UMNO,ABDUL GHANI BIN MOHAMED,MALE,,765,,PRM,SAID BIN AWANG,MALE,,144,LOST DEPOSIT,PMIP,YUSOFF BIN AB. LATIF,MALE,,3345,,,,,,,,NEGARA,WAN JA'AFAR BIN HAJI MAHMOOD,MALE,,712,LOST DEPOSIT,INDEPENDENT,HUSSIN BIN YUNUS,MALE,,865,,,,,,,
P.89_NO. 7,KELANTAN,P.89,PASIR PUTEH,NO. 7,PASIR PUTEH UTARA,PMIP,,8300,3392,79.37,6588,116,6472,UMNO,WAN ISMA' BINTI HJ. AB. KADIR,FEMALE,,1274,,PRM,MOHAMED BIN CHE MOH,MALE,,106,LOST DEPOSIT,PMIP,TENGKU MOHAMED BIN SULTAN MOHAMED IV,MALE,,4666,,,,,,,,NEGARA,HASSAN BIN YAACOB,MALE,,426,LOST DEPOSIT,,,,,,,,,,,,
P.89_NO. 8,KELANTAN,P.89,PASIR PUTEH,NO. 8,PASIR PUTEH TENGAH,PMIP,,8518,539,77.13,6570,161,6409,UMNO,HAJI ABDUL RAHMAN BIN HAJI YUSOFF,MALE,,2826,,PRM,ABDULLAH BIN HAJI MOHAMED,MALE,,218,LOST DEPOSIT,PMIP,WAN SULAIMAN BIN H. IBRAHIM,MALE,,3365,,,,,,,,,,,,,,,,,,,,,,,,,
P.89_NO. 9,KELANTAN,P.89,PASIR PUTEH,NO. 9,PASIR PUTEH TENGGARA,PMIP,,9508,2661,78.25,7440,161,7279,UMNO,GHAZALI BIN YUSOF,MALE,,2207,,PRM,HAJI ALIAS BIN ISMAIL @ ALIAS BIN AWANG,MALE,,204,LOST DEPOSIT,PMIP,HAJI ABDUL RAHMAN BIN HAJI YUSOFF,MALE,,4868,,,,,,,,,,,,,,,,,,,,,,,,,
P.90_NO. 10,KELANTAN,P.90,BACHOK,NO. 10,BACHOK UTARA,PMIP,,9546,4267,76.22,7276,207,7069,UMNO,JAAFAR BIN MOHAMAD,MALE,,1290,,,,,,,,PMIP,SHAFEI BIN AHMAD,MALE,,5557,,,,,,,,NEGARA,HAJI NIK MOHD. SALLEH BIN HAJI WAN MUSA,MALE,,222,LOST DEPOSIT,,,,,,,,,,,,
P.90_NO. 11,KELANTAN,P.90,BACHOK,NO. 11,BACHOK TENGAH,PMIP,,8104,3511,78.64,6373,251,6122,UMNO,CHE WEL,MALE,,1022,,PRM,NIK MAT HAJI HASSAN,MALE,,162,LOST DEPOSIT,PMIP,MOHD AMIN BIN HAJI YAAKUB,MALE,,4533,,,,,,,,NEGARA,MOHAMED YUSOFF BIN YAHYA,MALE,,405,LOST DEPOSIT,,,,,,,,,,,,
P.90_NO. 12,KELANTAN,P.90,BACHOK,NO. 12,BACHOK SELATAN,PMIP,,7732,3278,77.9,6023,95,5928,UMNO,ISMAIL BIN HAJI AHMAD,MALE,,1220,,PRM,NIK AB. MAJID B. NIK AB. RAHMAN,MALE,,105,LOST DEPOSIT,PMIP,HAJI OTHMAN BIN HAJI ISMAIL,MALE,,4498,,,,,,,,NEGARA,HAJI MOKHTAR BIN HAJI AHMAD,MALE,,40,LOST DEPOSIT,INDEPENDENT,OTHMAN ADAM,MALE,,65,LOST DEPOSIT,,,,,,
P.91_NO. 13,KELANTAN,P.91,PASIR MAS HILIR,NO. 13,TENDONG,PMIP,,7546,3001,78.73,5941,81,5860,UMNO,MOHD. ZAIN BIN HARUN,MALE,,1074,,PRM,MAT NOOR YUSOFF,MALE,,251,LOST DEPOSIT,PMIP,TUAN GURU HAJI CHE HASSAN,MALE,50,4075,,,,,,,,,,,,,,INDEPENDENT,IMAM ABDULLAH TEPOYAK,MALE,,238,LOST DEPOSIT,INDEPENDENT,CHE GU HAJI AWANG,MALE,,222,LOST DEPOSIT
P.91_NO. 14,KELANTAN,P.91,PASIR MAS HILIR,NO. 14,MERANTI,PMIP,,6908,4649,77.63,5363,34,5329,UMNO,YUSOF BIN MAT AKIB,MALE,,340,LOST DEPOSIT,,,,,,,PMIP,NIK MAN,MALE,,4989,,,,,,,,,,,,,,,,,,,,,,,,,
P.91_NO. 15,KELANTAN,P.91,PASIR MAS HILIR,NO. 15,BANDAR PASIR MAS,PMIP,,7437,1942,74.2,5518,61,5457,UMNO,CHE HASSAN BIN HAJI ISMAIL,MALE,,1715,,,,,,,,PMIP,CHE GU OMAR,MALE,,3657,,,,,,,,NEGARA,DATOK LANKAMIN,MALE,,85,LOST DEPOSIT,,,,,,,,,,,,
P.92_NO. 16,KELANTAN,P.92,PASIR MAS HULU,NO. 16,LEMAL,PMIP,,5916,2297,77.64,4593,99,4494,UMNO,OMAR BIN HAJI AHMAD,MALE,,1070,,PRM,MAT S.O.,MALE,,57,LOST DEPOSIT,PMIP,TUAN GURU HAJI HARON,MALE,,3367,,,,,,,,,,,,,,,,,,,,,,,,,
P.92_NO. 17,KELANTAN,P.92,PASIR MAS HULU,NO. 17,TOK UBAN,PMIP,,7036,3206,80.14,5639,67,5572,UMNO,YA'ACOB BIN AWANG,MALE,,1183,,,,,,,,PMIP,USTAZ ABDULLAH,MALE,,4389,,,,,,,,,,,,,,,,,,,,,,,,,
P.92_NO. 18,KELANTAN,P.92,PASIR MAS HULU,NO. 18,RANTAU PANJANG,PMIP,,5412,1280,72.01,3897,69,3828,UMNO,NIK YUSOFF BIN NIK LODIN,MALE,,1241,,,,,,,,PMIP,ABDUL RAHMAN HJ. DAUD,MALE,,2521,,,,,,,,NEGARA,GELAP PAK WELL,MALE,,66,LOST DEPOSIT,,,,,,,,,,,,
P.93_NO. 19,KELANTAN,P.93,TUMPAT,NO. 19,TUMPAT BARAT,PMIP,,7919,3191,69.04,5467,95,5372,UMNO,OTHMAN BIN MOHD. UDIN,MALE,,1017,,,,,,,,PMIP,TUAN GURU HAJI DAUD,MALE,39,4208,,,,,,,,,,,,,,INDEPENDENT,IBRAHIM TUNGGAL,MALE,,147,LOST DEPOSIT,,,,,,
P.93_NO. 20,KELANTAN,P.93,TUMPAT,NO. 20,TUMPAT TENGAH,PMIP,,8370,53,70.26,5881,119,5762,MCA,FOO CHOW YONG,MALE,,2200,,LPM,C.W. SOOK,MALE,,341,LOST DEPOSIT,PMIP,MUSTAPHA AWANG,MALE,,2253,,,,,,,,NEGARA,YAHYA BIN ABDULLAH,MALE,,968,,,,,,,,,,,,,
P.93_NO. 21,KELANTAN,P.93,TUMPAT,NO. 21,TUMPAT TIMOR,PMIP,,8094,715,78.09,6321,98,6223,UMNO,HAJI WAN IDRIS,MALE,,2754,,,,,,,,PMIP,CHE ISHAK MUSTAPHA,MALE,,3469,,,,,,,,,,,,,,,,,,,,,,,,,
P.94_NO. 22,KELANTAN,P.94,KELANTAN HILIR,NO. 22,KUALA KELANTAN,PMIP,,7345,1375,73.63,5408,151,5257,UMNO,NIK HASSAN BIN NIK HUSSAIN,MALE,,1405,,,,,,,,PMIP,WAN YUSOF BIN WAN YA'ACOB,MALE,,2780,,,,,,,,NEGARA,HAJI ABDUL KARIM BIN HAJI ABDUL MALEK,MALE,,1072,,,,,,,,,,,,,
P.94_NO. 23,KELANTAN,P.94,KELANTAN HILIR,NO. 23,KOTA BHARU UTARA,PMIP,,8014,2164,75.37,6040,122,5918,UMNO,HALIMAH BINTI IDRIS,FEMALE,,1061,,PRM,HAJI WAN DOLLAH,MALE,,169,LOST DEPOSIT,PMIP,ABDULLAH AHMAD,MALE,,3426,,,,,,,,NEGARA,YUSOFF BASHAH,MALE,,1262,,,,,,,,,,,,,
P.94_NO. 24,KELANTAN,P.94,KELANTAN HILIR,NO. 24,KOTA BHARU PANTAI,PMIP,,8616,3215,74.29,6401,114,6287,UMNO,ABU BAKAR MOHD. AL-AHMADI,MALE,,1222,,PRM,CHE WIL,,,207,LOST DEPOSIT,PMIP,NIK ABDULLAH HAJI ARSHAD,MALE,,4437,,,,,,,,NEGARA,MOHAMED BIN HAJI ABDULLAH,MALE,,421,LOST DEPOSIT,,,,,,,,,,,,
P.95_NO. 25,KELANTAN,P.95,KOTA BHARU HILIR,NO. 25,BANDAR HILIR,ALLIANCE - MCA,,7497,1282,70.56,5290,35,5255,MCA,WEE KHOON HOCK,MALE,,3027,,PRM,N. MOHAMED BIN AB. RAHMAN,MALE,,369,LOST DEPOSIT,PMIP,HAJI NIK MOHD. ADEEB,MALE,,1745,,,,,,,,NEGARA,CHE MOHAMED BIN AWANG,MALE,,99,LOST DEPOSIT,INDEPENDENT,N. MAHMOOD BIN HJ AB.D MAJID,MALE,,15,LOST DEPOSIT,,,,,,
P.95_NO. 26,KELANTAN,P.95,KOTA BHARU HILIR,NO. 26,BANDAR HULU,PMIP,,8563,1272,65.34,5595,78,5517,UMNO,ABDUL HAMID BIN HJ. YA'ACOB,MALE,,1977,,,,,,,,PMIP,MUDA BIN HAJI YUSOFF,MALE,,3249,,,,,,,,NEGARA,HASNAH BINTI JA'AFAR,FEMALE,,204,LOST DEPOSIT,INDEPENDENT,IDRIS BIN HAJI MOHAMED,MALE,,87,LOST DEPOSIT,,,,,,
P.95_NO. 27,KELANTAN,P.95,KOTA BHARU HILIR,NO. 27,KOTA BHARU TENGAH,PMIP,,8118,3151,76.51,6211,129,6082,UMNO,HASSAN BIN HAJI YA'ACOB,MALE,,1206,,PRM,MOHD. NOOR BIN OMAR,MALE,,118,LOST DEPOSIT,PMIP,MOHD. ASRI BIN HAJI MUDA,MALE,36,4357,,,,,,,,NEGARA,SALLEH BIN DAUD,MALE,,401,LOST DEPOSIT,,,,,,,,,,,,
P.96_NO. 28,KELANTAN,P.96,KOTA BHARU HULU,NO. 28,KOTA BHARU TIMOR,PMIP,,9158,3704,76.47,7003,138,6865,UMNO,CHE GU MAT BIN H. ALI,MALE,,1399,,PRM,TUAN MAN BIN TUAN SALLEH,MALE,,134,LOST DEPOSIT,PMIP,SAUFI IDRIS,MALE,,5103,,,,,,,,NEGARA,ISMAIL BIN DAUD,MALE,,229,LOST DEPOSIT,,,,,,,,,,,,
P.96_NO. 29,KELANTAN,P.96,KOTA BHARU HULU,NO. 29,KOTA BHARU SELATAN,PMIP,,8969,3707,76.9,6897,67,6830,UMNO,NIK HASSAN BIN NIK YAHYA,MALE,,1334,,PRM,CHE GU NOOR,MALE,,306,LOST DEPOSIT,PMIP,HAJI ISHAK LOTFI,MALE,42,5041,,,,,,,,NEGARA,CHE GU DERAMAN,MALE,,49,LOST DEPOSIT,INDEPENDENT,HJ. AB. MAJID BIN H. IBRAHIM,MALE,,100,LOST DEPOSIT,,,,,,
P.96_NO. 30,KELANTAN,P.96,KOTA BHARU HULU,NO. 30,KOTA BHARU BARAT,PMIP,,9294,4506,78.33,7280,137,7143,UMNO,HAJI ZAID,MALE,,920,,PRM,USTAZ WAN ISMAIL,MALE,,358,LOST DEPOSIT,PMIP,AB. RAHMAN BIN AWANG SULONG,MALE,,5426,,,,,,,,NEGARA,H. OSMAN BIN SAMAN,MALE,,439,LOST DEPOSIT,,,,,,,,,,,,
P.97_NO. 1,TRENGGANU,P.97,BESUT,NO. 1,KUALA BESUT,PMIP,,4835,245,70.11,3390,87,3303,UMNO,ABU BAKAR BIN AHMAD,MALE,,942,,PRM,WAN ALI BIN JUSOH,MALE,,1058,,PMIP,HAJI WAN SAID BIN HAJI MOHD. NOR,MALE,,1303,,,,,,,,,,,,,,,,,,,,,,,,,
P.97_NO. 2,TRENGGANU,P.97,BESUT,NO. 2,KAMPONG RAJA,PMIP,,3782,393,66.55,2517,86,2431,UMNO,WAN ISHAK BIN ALI,MALE,,677,,PRM,WAN ABDULLAH BIN MUSA,MALE,,379,,PMIP,MOHD. SENARI BIN YUNUS,MALE,,1070,,,,,,,,NEGARA,IDRIS BIN HASSAN,MALE,,305,LOST DEPOSIT,,,,,,,,,,,,
P.97_NO. 3,TRENGGANU,P.97,BESUT,NO. 3,ULU BESUT,PMIP,,4200,826,70.33,2954,116,2838,UMNO,ZAINAL ABIDIN BIN MOHAMED AMIN,MALE,,435,,PRM,IBRAHIM BIN ISMAIL,MALE,,702,,PMIP,HUSIN BIN JUSOH,MALE,,1528,,,,,,,,NEGARA,MOHD. FAUZI BIN HUSSAIN,MALE,,173,LOST DEPOSIT,,,,,,,,,,,,
P.97_NO. 4,TRENGGANU,P.97,BESUT,NO. 4,BESUT TENGAH,PMIP,,4250,1506,66.31,2818,101,2717,UMNO,CHE ISMAIL BIN YUSOF,MALE,,488,,,,,,,,PMIP,HAJI MOHAMAD BIN ISMAIL,MALE,,1994,,,,,,,,NEGARA,OMAR BIN AHMAD,MALE,,235,LOST DEPOSIT,,,,,,,,,,,,
P.97_NO. 5,TRENGGANU,P.97,BESUT,NO. 5,SETIU,PMIP,,4331,1353,72.64,3146,115,3031,UMNO,YUSOFF BIN MAT AMIN,MALE,,611,,PRM,ABDUL GHANI BIN SULONG,MALE,,376,LOST DEPOSIT,PMIP,MOHD. DAUD BIN ABDUL SAMAD,MALE,35,1964,,,,,,,,NEGARA,CHE' MOHD. ZIN BIN HAJI MOHD. AMIN,MALE,,80,LOST DEPOSIT,,,,,,,,,,,,
P.98_NO. 6,TRENGGANU,P.98,KUALA TRENGGANU UTARA,NO. 6,BATU RAKIT,ALLIANCE - UMNO,,5763,1293,73.57,4240,151,4089,UMNO,MANSOR BIN MOHAMED,MALE,,2267,,PRM,MOHAMED AMIN BIN MOHAMED,MALE,,334,LOST DEPOSIT,PMIP,MOHD. RASHID BIN SU MAHMUD,MALE,,514,,,,,,,,NEGARA,HAJI ABDULLAH BIN BIDIN,MALE,,974,,,,,,,,,,,,,
P.98_NO. 7,TRENGGANU,P.98,KUALA TRENGGANU UTARA,NO. 7,KUALA NERUS,ALLIANCE - UMNO,,4921,299,76.1,3745,136,3609,UMNO,IBRAHIM FIKRI BIN MOHAMED,MALE,,1954,,,,,,,,PMIP,HAJI ABAS BIN HAJI MOHAMED,MALE,,1655,,,,,,,,,,,,,,,,,,,,,,,,,
P.98_NO. 8,TRENGGANU,P.98,KUALA TRENGGANU UTARA,NO. 8,JERAM,PMIP,,4853,506,75.19,3649,161,3488,UMNO,MOHAMED SAID BIN ABDULLAH,MALE,,1270,,,,,,,,PMIP,AHMAD BIN NAPIAH (AHMAD AZZAM),MALE,,1776,,,,,,,,NEGARA,SYED SALLEH BIN MUSTAFA,MALE,,442,,,,,,,,,,,,,
P.98_NO. 9,TRENGGANU,P.98,KUALA TRENGGANU UTARA,NO. 9,LANGKAP,NEGARA,,4457,136,68.57,3056,217,2839,UMNO,ABDUL RAHMAN BIN LONG,MALE,,774,,,,,,,,PMIP,NGAH BIN AWANG,MALE,,685,,,,,,,,NEGARA,ISMAIL BIN ABBAS,MALE,,910,,INDEPENDENT - KEY,ABDUL RASHID BIN HUSSIN,MALE,,470,,,,,,,
P.99_NO. 10,TRENGGANU,P.99,KUALA TRENGGANU SELATAN,NO. 10,BANDAR,ALLIANCE - MCA,,4546,918,67.11,3051,45,3006,MCA,TANG ENG ANN,MALE,,1628,,,,,,,,PMIP,MOHAMED BIN CHIK,MALE,,710,,,,,,,,,,,,,,INDEPENDENT - BELL,HARUN BIN MOHD HASSAN,MALE,,668,,,,,,,
P.99_NO. 11,TRENGGANU,P.99,KUALA TRENGGANU SELATAN,NO. 11,LADANG,NEGARA,,5181,515,66.2,3430,56,3374,UMNO,SARIPAH AZZAH APPLE BINTI SHITH,FEMALE,,793,,PRM,SYED ABDULLAH BIN AHMAD,MALE,,178,LOST DEPOSIT,PMIP,DA JALIL ABDUL RAHMAN BIN HAJI AWANG,MALE,,944,,,,,,,,NEGARA,WAN DAUD BIN HAJI WAN AHMAD,MALE,,1459,,,,,,,,,,,,,
P.99_NO. 12,TRENGGANU,P.99,KUALA TRENGGANU SELATAN,NO. 12,BUKIT BESAR,NEGARA,,4793,149,62.99,3019,91,2928,UMNO,ENGKU WOK ABDUL RAHMAN BIN ABDUL KADIR,MALE,,1151,,PRM,ENGKU DALAM BIN CHIK,MALE,,155,LOST DEPOSIT,PMIP,SYED AHMAD BIN KHALID,MALE,,322,LOST DEPOSIT,,,,,,,NEGARA,MOHAMED BIN ABDUL RAHMAN,MALE,,1300,,,,,,,,,,,,,
P.99_NO. 13,TRENGGANU,P.99,KUALA TRENGGANU SELATAN,NO. 13,BATU BUROK,NEGARA,,4726,367,62.51,2954,103,2851,UMNO,CHE MUDA BIN ABDULLAH,MALE,,948,,PRM,WAN HASAN BIN ABD. KADIR,MALE,,101,LOST DEPOSIT,PMIP,SU MAHMUD BIN DATO' AMAR (MOHD. BIN YUSOF),MALE,,487,,,,,,,,NEGARA,HAJI ABDUL MUTTALIB BIN HAJI SALLEH,MALE,,1315,,,,,,,,,,,,,
P.100_NO. 14,TRENGGANU,P.100,TRENGGANU TENGAH,NO. 14,KUALA TRENGGANU TENGAH,PMIP,,5161,530,68.13,3516,154,3362,UMNO,DATO' PERWIRA NEGARA,MALE,,678,,,,,,,,PMIP,HAJI ABDUL KADIR BIN HAJI MOHD.,MALE,,1607,,,,,,,,NEGARA,MOHAMED BIN CHEAK,MALE,,1077,,,,,,,,,,,,,
